family,length_orig,length_gt,length_gappyout,gtscore_orig,gt_score_gt,gt_score_gappyout,sscore_orig,sscore_gt,sscore_gappyout
group_46_Q12090,26651,226,171,0.023283520743575703,0.7918770472513275,0.8688951705719299,0.00022170979103133514,0.017938764322923302,0.022611491777508503
group_4_A1Z8D0,23972,364,195,0.02673151868270309,0.7909560804296701,0.9280104170456402,0.000253542063576257,0.008243806938242382,0.009869140904575477
group_300_P40993,237,189,174,0.7743857036564549,0.9181450358026444,0.9428668019045965,0.11387168753336666,0.13182196350247685,0.14283904631543887
group_446_RNA-splicing_ligase_RtcB_homolog,6572,505,504,0.07431475224069142,0.8777382964805949,0.8712438423648807,0.007676527743963208,0.09818134199994931,0.0982239822272338
group_4_Histone-binding_protein_RBBP4...Q04225...Q8SYL1,29807,366,232,0.021158473194296975,0.8099874534707656,0.9056699975400855,0.0001508006785880928,0.00801756079962163,0.01009899783022206
group_208_Q9VBX1...Ribosome_quality_control_complex_subunit_NEMF,10105,940,1039,0.10016405351947699,0.8513243595315956,0.817079899351108,0.004830469675744395,0.049106354095326286,0.04599166598502037
group_306_Holliday_junction_recognition_protein,1297,725,716,0.5441838485908421,0.8638487208132429,0.8681293926953926,0.019052217010388343,0.03214462853928468,0.03249908515570864
group_1_2_3_7_15_Q9VUN7,23825,312,288,0.021790699354777527,0.8291125883708332,0.852617301421876,0.00042637288406441635,0.014562629415359204,0.015603247514566067
group_34_26S_proteasome_regulatory_subunit_4...26S_proteasome_regulatory_subunit_6A...26S_proteasome_regulatory_subunit_6B...26S_proteasome_regulatory_subunit_8,26426,391,331,0.016605697927687135,0.9162397073575443,0.9574583866356502,0.002878021223530142,0.18076216365456377,0.2067163235090127
group_127_60S_ribosomal_protein_L24...Probable_ribosome_biogenesis_protein_RLP24...Q9VGN9...RPL24,10896,150,178,0.016885353425291457,0.8879959514153328,0.8171904408792133,0.0007589622406285157,0.05224245461048648,0.046274025508186926
group_191_Fragile_X_messenger_ribonucleoprotein_1...RNA-binding_protein_FXR1,4089,580,636,0.154435416912751,0.8857045551391356,0.8482198455759454,0.010359216469741162,0.06568029899416292,0.06226869333677882
group_344_Mitochondrial_import_inner_membrane_translocase_subunit_Tim23,2125,188,137,0.09722838361679445,0.8915077035994673,0.969041026939416,0.003738594509361958,0.041396761695565366,0.05023834262406267
group_186_Protein_SDA1_homolog...Q7KKH3,7338,699,754,0.09904936732469993,0.8872902444825463,0.851917468363395,0.0037262441136163386,0.038450329009737196,0.03595562593073928
group_321_Beta-globin,3786,148,137,0.04358916308170344,0.9410472972932427,0.9644160583919709,0.0014406161203725893,0.035726288596100164,0.0383030557074067
group_261_Delta(14)-sterol_reductase_LBR,15500,409,754,0.03180940228860543,0.8921455145488998,0.5790658775080904,0.0009841990294115698,0.03523080957395044,0.0203094316581349
group_463_U1_small_nuclear_ribonucleoprotein_70_kDa,19125,186,81,0.01858593863878189,0.785022166703763,0.960952284402469,0.00023483370462885406,0.021178628917515374,0.03641917794249786
group_396_Eukaryotic_peptide_chain_release_factor_subunit_1,5332,432,414,0.08089543826756644,0.9279905977999997,0.9370281983053138,0.012768654978550549,0.14922138356309664,0.1504973350663841
group_162_60S_ribosomal_protein_L17...RPL17,3744,183,183,0.05122341109131076,0.9165783310693996,0.9165783310693996,0.0037680781611729957,0.07477443818272042,0.07477443818272042
group_201_40S_ribosomal_protein_S24...RPS24,5889,133,116,0.026312875147109088,0.9417104634586466,0.9641189020974138,0.002077493859081874,0.08923471873029967,0.09453964637798688
group_10_Spectrin_beta_chain___non-erythrocytic_1,19954,2082,858,0.0991616382026402,0.7046017700833771,0.953822203583567,0.007831315915495218,0.07057777647446396,0.11388714682732551
group_302_DNA_dC->dU-editing_enzyme_APOBEC-3,1861,181,142,0.13567040595591526,0.913177658839779,0.9668243838028169,0.009000987361153987,0.07613954399020714,0.09392984627124656
group_172_60S_ribosomal_protein_L27...RPL27,6084,136,133,0.026459897171087467,0.942287346596324,0.9482609401225567,0.001774499028151746,0.07945080979831476,0.08072891875682496
group_380_Q9W1G1,8926,652,707,0.08113439208525951,0.8634304181779158,0.8326707351038197,0.003129780876828834,0.04244687551088987,0.039349993277933544
group_428_A8DYB0,40572,2782,19,0.08169400810019332,0.6998941245677649,0.855537720705263,0.0009354568253671103,0.013078829020241019,0.005322369291802633
group_254_Calmodulin-regulated_spectrin-associated_protein_3,12671,1454,2240,0.12680566726599266,0.8092087267103848,0.6577903053976778,0.007363022504702125,0.04039118075310011,0.04159845715081244
group_103_Heat_shock_70_kDa_protein_1B...Heat_shock_cognate_71_kDa_protein,17171,633,585,0.03455334564946636,0.8759722931097946,0.8912618291550432,0.006677054403574327,0.17553516447929318,0.1834826525286465
group_28_116_kDa_U5_small_nuclear_ribonucleoprotein_component,3035,973,960,0.3105566372133352,0.9470802578744081,0.9507828282857279,0.11439534629265942,0.3574431513808606,0.36093073280332594
group_126_Myb-binding_protein_1A...Q9W5E4,6447,1110,909,0.18228645005312064,0.8425877369904509,0.8939255865876796,0.001623488995299567,0.009054390763389895,0.010188826222348329
group_149_Q9VJZ7...Ribosomal_RNA_processing_protein_1_homolog_B,7076,419,184,0.07742079902990161,0.78951924637494,0.9566719466940221,0.001315189298620942,0.0214521232409915,0.03905899281137144
group_402_Deleted_in_azoospermia-like,14371,176,176,0.025361646525787578,0.7886459067443177,0.7886459067443177,0.0008752798509700447,0.048328739839138206,0.048328739839138206
group_217_60S_ribosomal_protein_L30...RPL30,7006,112,109,0.018711840666351415,0.9387357884348206,0.9446684232266047,0.0019176848449571683,0.11715385787071646,0.11816851435384651
group_315_26S_proteasome_non-ATPase_regulatory_subunit_11,8505,417,504,0.05159940939628847,0.9082135751232617,0.8199012045067464,0.002818746304140243,0.05225448903744161,0.04744005684368928
group_171_O75818...Ribonuclease_P_protein_subunit_p40,2234,361,369,0.16364023686497137,0.8778159730310245,0.86722499754878,0.0023996908741272427,0.014656701037194863,0.01435678328115544
group_426_Q9VH38,2187,379,250,0.20246913580186005,0.894664321321105,0.9690222222339977,0.0025178816432913282,0.012885332420544446,0.01851519809008707
group_419_Q9VIF0,7529,675,820,0.09711442378097282,0.8638263319274078,0.7753778578078049,0.00140819011337173,0.015028797579964396,0.01272225954177161
group_17_Zinc_finger_protein_808,11040,604,641,0.05550252318074654,0.8426953528774824,0.8180373184034312,0.006366011406083486,0.11335495971912889,0.1083728903723341
group_84_60S_ribosomal_protein_L13a...RPL13A,8189,202,107,0.026451697112665415,0.8613452254301978,0.9537376696448598,0.0016541299665026215,0.05799279800241865,0.07319849112502057
group_436_Proteasome_subunit_alpha_type-4,17778,235,201,0.015090004025030981,0.9159390489344676,0.9530248047606967,0.0007362258607920305,0.049558552205390106,0.05455704400293644
group_104_Q9VEB3...Ribosome_production_factor_2_homolog,6535,304,298,0.05123632343519827,0.9222959531608549,0.9294867148832212,0.00128988453151472,0.02676605010553783,0.027200932013391625
group_17_Transcriptional_repressor_CTCF,13360,483,28,0.05063892682478004,0.8434007724637683,0.9956582633214289,0.003332774752311339,0.08267899248519248,0.20837132660181856
group_120_E3_ubiquitin-protein_ligase_NEDD4,8856,721,765,0.09939226374521469,0.8917217242775312,0.868503966471765,0.013880664456002506,0.16143171738438974,0.15275742925197405
group_434_Q86WX3,340,142,135,0.4388327205882353,0.9504841549295775,0.9671296296296297,0.021354002427022935,0.05080395876474871,0.05313403035483369
group_333_Nucleolar_complex_protein_3_homolog,13316,660,571,0.058420995838776635,0.8002033958272727,0.8394617947908933,0.0005261327841521323,0.010179366053105736,0.011514770036144536
group_342_Gem-associated_protein_5,22035,391,421,0.03558045723408674,0.7806999861419446,0.7597278939429936,0.00025202434928726995,0.007909564174517563,0.007510068152506431
group_301_SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_containing_DEAD__H_box_1,29403,1032,437,0.060792319236155336,0.8101927554365301,0.9806822876947368,0.002612214575901164,0.06787642673073786,0.1499114885810752
group_193_60S_ribosomal_protein_L37a...RPL37A,3580,92,91,0.029834530460313615,0.9439337474076087,0.9447200418582419,0.0040028865108560786,0.1490743859994272,0.14967103890240982
group_119_P41812...Processing_of_1___ribonuclease_P__MRP_family___(S...Q7KVW2,10841,708,485,0.07956057708799374,0.8221636891108753,0.9030482028391754,0.0016329597027205213,0.023649658068261203,0.031476947449911676
group_45_Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_1...Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_2...Heterogeneous_nuclear_ribonucleoprotein_U,23124,557,555,0.06587790136468066,0.7885604570989223,0.78957886458054,0.0006267950202894837,0.01167973757598107,0.011718835078276825
group_102_Cyclin-dependent_kinase_1,13234,292,279,0.02880408402322368,0.9629487138585624,0.9735459670111123,0.0047226926989944185,0.20482742400996173,0.21372711561202493
group_88_Unconventional_myosin-Ib...Unconventional_myosin-Ic...Unconventional_myosin-Ie,29612,1030,1142,0.050826613394569016,0.8755262610951445,0.8352897169835377,0.0034643495387396473,0.08818126691545461,0.08008707869316262
group_222_Q6Q547...Q9V5P6,2130,64,63,0.03556338028183443,0.977484809032812,0.9795524691412693,0.005711615327524619,0.1920496579966378,0.19466106722404827
group_472_SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_E_member_1,9372,205,68,0.045472580645767174,0.7631039174678046,0.9873651960779409,0.0006743815440411763,0.022774502376840516,0.05240243902621918
group_196_Q06287...Q9W4J5...Ribosomal_RNA_small_subunit_methyltransferase_NEP1,5271,234,209,0.049460592557145105,0.8953038209085459,0.9295383874478467,0.0031795951082956545,0.06912372940766312,0.07499951689405358
group_47_Nucleolar_protein_16...Q9V9U9,2289,176,169,0.08814194236707056,0.9043194374664772,0.9188924123029587,0.0020418522236573247,0.026635271660877983,0.027626869233432556
group_1_2_3_7_15_Q9W550...2_3_7_15_WD_repeat-containing_protein_18,17898,374,519,0.03639182843338661,0.7880706871713901,0.6876829418263974,0.0010133976269994342,0.005817639800565245,0.004789260761660024
group_373_P46683,13427,234,134,0.040089110087864296,0.7918565575636747,0.9274632224858209,0.00033276303016554684,0.016306811781325207,0.027237298519220157
group_141_Pescadillo_homolog...Q9VL96,5665,561,595,0.10401793710332749,0.8749046629019611,0.8505352263080678,0.008351031134478253,0.08181262002405833,0.0775076779684039
group_37_P46948...P48240...P53256,16754,232,149,0.02286267604383192,0.8521561087659479,0.9333722400570466,0.00042386000070558297,0.019343026083827222,0.027081529461039623
group_30_ATP-dependent_RNA_helicase_DDX18...Probable_ATP-dependent_RNA_helicase_DDX31...Q86B47...Q9VD51...Q9VX34,20733,516,405,0.0321823617525373,0.888633797695155,0.95381573209926,0.0022384087873855768,0.0879684606517894,0.10749906956362987
group_75_P25627...Q9VHW6,9748,267,285,0.035549523198284624,0.8547776817460672,0.8294257010063156,0.0007458712080728496,0.026025039751876672,0.024949872920282057
group_18_La-related_protein_1...La-related_protein_4B...La-related_protein_4,20633,313,77,0.03519317146349664,0.7140501658281145,0.9606632683558439,0.0005347945025590817,0.015824371361117945,0.03609798629386451
group_198_P53914...RNA_cytidine_acetyltransferase...X2JD07,11210,1005,1031,0.08904831858853496,0.8940024647406972,0.88274722145616,0.008510522413009522,0.0918902498901141,0.09026402825763417
group_111_Q05498...Q12339...rRNA-processing_protein_UTP23_homolog,8064,162,132,0.02947697992627241,0.8801869532493835,0.9443092192189396,0.001073405783131226,0.04088903023512527,0.044619952309017136
group_357_RPLP3,1233,121,119,0.13241348157734287,0.9535516267504142,0.9584086799394967,0.01221680805414458,0.12704695133773683,0.1285966055939153
group_64_P36146...Q8SZY9,6726,463,59,0.08510258697574613,0.7759554636699771,0.9900299102627114,0.0012387998061759156,0.017001649834003152,0.0914590410772338
group_317_CCR4-NOT_transcription_complex_subunit_1,21846,2115,2748,0.1011966247096885,0.8466808895048231,0.738102408559353,0.0032849666884360337,0.030481279416306215,0.026126887932474505
group_370_DNA_topoisomerase_2-alpha,24182,1144,621,0.04973947564300196,0.765361894425698,0.8503599231140102,0.0031101214031504258,0.05827244980646712,0.0424507177680187
group_20_DnaJ_homolog_subfamily_C_member_21,27183,169,155,0.0168759462375057,0.7425379474698225,0.7628428372077417,0.0002038170665469552,0.028894976460280813,0.03143891518485224
group_417_Ribosomal_oxygenase_1,12398,481,357,0.05416866780983424,0.8308904664237006,0.8923551155627437,0.0008775590271354684,0.021492814893955405,0.027531397314473623
group_209_60S_ribosomal_protein_L38...RPL38,5848,70,69,0.01985424475311302,0.9717168481728572,0.9785533242333334,0.0016301257212741277,0.12196583443222139,0.12180751690728014
group_68_Proline-___glutamic_acid-_and_leucine-rich_protein_1...Q8MS38,33296,769,520,0.032452367594126584,0.8321679750007815,0.9222513089042312,0.00025134491917532756,0.008414527771494954,0.011287680965977912
group_430_c-Myc-binding_protein,3779,102,76,0.04243568611552431,0.9129163713647057,0.9718611287197371,0.0013639654551380004,0.0489442330756569,0.0599123666378716
group_374_Leucine-rich_repeat_flightless-interacting_protein_2,9525,500,2185,0.07971009952824665,0.8544954792003997,0.3703139232628786,0.009184565404623157,0.10427715878300714,0.056405070477725264
group_203_60S_ribosomal_protein_L35a...Q9VNB9...RPL35A,7839,111,111,0.018017331812250514,0.9247499927063054,0.9247499927063054,0.0014377115278387468,0.09784769048026194,0.09784769048026194
group_334_L-threonine_3-dehydrogenase___mitochondrial,3246,336,225,0.11419109233280376,0.8956207482961286,0.9606984126946643,0.0034104842085634786,0.03207611628699737,0.042086990905438756
group_415_CDK5_regulatory_subunit-associated_protein_3,4471,496,502,0.1151971807154527,0.885386339815726,0.8806003423127493,0.0038610981453857042,0.0340157981127762,0.03365167189848696
group_30_Probable_ATP-dependent_RNA_helicase_DDX6,16713,396,396,0.026625595699377006,0.9238925956833339,0.9238925956833339,0.0030507219066169874,0.11772452370838789,0.11772452370838789
group_218_60S_ribosomal_protein_L36a...RPL36A,3934,105,87,0.03156283009633627,0.9619392060685708,0.9768659973896542,0.005496307098844454,0.1878687500930223,0.20032560784883954
group_216_5'-3'_exoribonuclease_2...Q02792,26259,757,665,0.04231611854350144,0.804058219377809,0.8411799769661666,0.001585368137847145,0.04827795821463364,0.05352400902999932
group_91_P25359...Q05636...Q12277...Q29QQ9...Q8T4A9,12204,270,269,0.027600844638280327,0.8880396889262964,0.8893012767423792,0.0005684987779143771,0.02402163294512386,0.02409861778700911
group_30_Eukaryotic_initiation_factor_4A-III...Eukaryotic_initiation_factor_4A-I,14054,401,367,0.03102677924081985,0.9285174733591032,0.9536736285986382,0.0034652619525563106,0.1181159668207209,0.12526301137153345
group_284_TRMT1-like_protein,9086,483,448,0.06508840824451317,0.871277206533127,0.8954681872736615,0.0019514735989119563,0.03427714386910803,0.03648444936391452
group_274_Chromobox_protein_homolog_3,27533,142,155,0.01682879958345763,0.7522519408169012,0.7292991901554836,0.00017590566341548963,0.020037373539308508,0.01952940370812581
group_175_60S_ribosomal_protein_L18...RPL18,3887,186,189,0.04930084325699131,0.9036156593903224,0.8965532624841267,0.004931833450612854,0.09803433955686211,0.0970842883441724
group_349_26S_proteasome_non-ATPase_regulatory_subunit_7,15638,288,321,0.021258710413627868,0.8559154686493051,0.8133437175495327,0.0006057144447746291,0.027300505695804243,0.024628252223136343
group_1_2_3_7_15_O18640...2_3_7_15_Receptor_of_activated_protein_C_kinase_1,8373,315,293,0.040959490655971674,0.9228150698022223,0.9351604507658708,0.003731229384161739,0.09765745018094658,0.10048943569563847
group_102_Cyclin-dependent_kinase_11B,31560,342,522,0.0186824153285681,0.890354000149123,0.7064690843450202,0.0012112140487277778,0.1039762678691244,0.06972139762072023
group_226_40S_ribosomal_protein_S8...Q8MLY8...RPS8,5296,205,203,0.04180836205192558,0.941063038771221,0.9443110462000015,0.0052237796161844615,0.12829978794330082,0.12907183571658665
group_475_Fructose-bisphosphate_aldolase_A,21179,359,328,0.018775692460692196,0.9311307229813379,0.9484421984640254,0.002471710867189487,0.14308302797120304,0.1525654141522141
group_327_Glyceraldehyde-3-phosphate_dehydrogenase,17419,335,320,0.020863917069281174,0.8937647220370137,0.9039389638062507,0.002084821798807201,0.10161651220983152,0.10311534414457654
group_288_A1ZAB5,40827,559,334,0.02632480177859828,0.7676538714690522,0.8761562990017956,0.0002552018906943196,0.005696549649751048,0.007083446103235495
group_89_P53833...Ribonuclease_P__MRP_38_subunit,2186,256,274,0.13499940331815144,0.8059895833359373,0.783216968161679,0.0011109060118336199,0.008721567608707665,0.008222893301753053
group_29_RNA_binding_motif_protein___X-linked-like_2,10137,164,64,0.03039121924380032,0.8100837021030483,0.9871407792718748,0.0006131675895998742,0.03211232753545646,0.052855020565511904
group_132_Lymphocyte-specific_helicase,48575,1098,1117,0.03803092595930556,0.7945436005684878,0.7895118464576543,0.0019150390501416884,0.07730328958518672,0.07603741323893849
group_363_Histone_H3,9122,136,135,0.02019103020878572,0.9428998161801468,0.9434027777814811,0.00445995877766256,0.204491337925807,0.20410111508817394
group_144_P38792...Q9W1M9,3921,281,305,0.07713387233858407,0.8884637521384335,0.8497703424324581,0.0041382184534511,0.05464559455878535,0.05213480727176337
group_285_P38278,2957,274,250,0.11316198850185412,0.9066423357664228,0.9368799999999994,0.00588817486749726,0.060341763897054895,0.06580959252221835
group_244_Immunoglobulin_kappa_constant,10175,165,472,0.03128739625542497,0.8055448098006063,0.4905329466156783,0.0004953842729376656,0.027449303710533706,0.01070364759630655
group_481_Plasminogen_activator_inhibitor_1_RNA-binding_protein,1931,366,295,0.20729396385080842,0.819191174966394,0.878677077383052,0.009885905257073094,0.046870097559006535,0.05575661540763565
group_100_60S_ribosomal_protein_L8...RPL8,11881,236,254,0.023719473505340642,0.821688539396187,0.7974988904051176,0.001487532736818337,0.06082632177160564,0.06496031546231464
group_282_Q8STG9,9909,473,466,0.04739064417512813,0.907878658574841,0.9119712302006433,0.0035789896485569047,0.07310332050357755,0.0733606108552811
group_462_A-kinase_anchor_protein_8,3522,626,136,0.18343041344774036,0.7943697269944108,0.9933955617926472,0.006494074976845229,0.032916877064055626,0.07635367602654267
group_24_CAD_protein,22959,556,84,0.04093098022559147,0.6626603343679847,0.8572702262059522,0.004610571069200038,0.025530169368425237,0.022106541041610587
group_399_Eukaryotic_translation_initiation_factor_3_subunit_D,8063,529,579,0.06884434839768115,0.8747280379474486,0.8362955613519867,0.0036892729662660485,0.05366033128424699,0.05017768954270129
group_173_40S_ribosomal_protein_S10...RPS10,6369,155,198,0.029031245093482302,0.8678924731167736,0.7537710437691918,0.0019234089684827562,0.07228164547829,0.061287719008499164
group_34_Nuclear_valosin-containing_protein-like...Q9VS62,10488,717,587,0.07649243675244131,0.8657795655496522,0.9223556163243626,0.009297373098025622,0.13166313617752098,0.15699701985840805
group_163_60S_ribosomal_protein_L21...RPL21,4665,160,166,0.03709307946126486,0.93734917043625,0.9126369732319277,0.003147697208705955,0.08809033313100648,0.09054429884903942
group_194_Q9VDE5...Suppressor_of_SWI4_1_homolog,9004,389,410,0.049658416049294336,0.8692527081807191,0.8477915301534138,0.0025203275611671776,0.05688881640119932,0.0542359097308732
group_158_60S_ribosomal_protein_L36...RPL36,7137,104,113,0.018174297942153663,0.923846838206731,0.8812238213654868,0.0011880047948731258,0.07852412457631634,0.07336537452195639
group_448_Zinc_finger_protein_593,3966,122,80,0.03736701169662314,0.8886342119663934,0.9719224923924997,0.0017945480932095462,0.056802347518476945,0.08344435136729678
group_1_2_3_7_15_Q7K0Y1,10968,407,235,0.04984495169571832,0.8431516975427502,0.9665727101872347,0.0031255434670438243,0.03237374845886209,0.030232709064442868
group_297_P53859,4399,191,183,0.04983706387063018,0.9138441671471215,0.927569990771039,0.0029694938985610677,0.06700951131426026,0.06954559719761105
group_30_Probable_ATP-dependent_RNA_helicase_DDX46,39165,481,328,0.01804885003644149,0.8798495876274431,0.9699687831887198,0.0012710905725433577,0.1002805228005119,0.14550230849961757
group_212_Protein_MAK16_homolog...Q9W3B2,7436,285,311,0.04296278803990638,0.8978426928445621,0.8558131663456596,0.004501679932697869,0.11613044625359037,0.10718034929304711
group_34_26S_proteasome_regulatory_subunit_10B,27326,392,390,0.015753359973876415,0.9071787776374994,0.9089804878576917,0.002497707812749953,0.16549962720693273,0.1663258322337393
group_316_Kinesin-like_protein_KIF20B,26345,563,497,0.03597816237453526,0.8049899300669632,0.8414289467591545,0.0016293396803193831,0.07444776810692441,0.08412933924771525
group_213_60S_ribosomal_protein_L31...RPL31,7156,121,110,0.021291029876496115,0.9327353674628107,0.9570012925472734,0.0015315845835056447,0.0846613769030662,0.09010315855694025
group_457_Importin_subunit_alpha-1,34263,443,572,0.020106560703965843,0.7931156238072233,0.7050890866288463,6.12820609921465e-05,0.004157961086704925,0.003400567726678683
group_382_Protein_PBDC1,2601,158,130,0.0725783605503082,0.9309904508139243,0.9802968960900001,0.004848474971500815,0.08045845892052667,0.09465412544770473
group_108_Putative_ATP-dependent_RNA_helicase_DHX57,20508,975,733,0.05731181243172538,0.844261016429846,0.906608238557164,0.004069702228913155,0.08322203173001642,0.1061699658656589
group_341_Q4V619,1276,250,136,0.20470810906773584,0.8480754716932027,0.9589345171985282,0.006636126029435014,0.029257041918349914,0.051584605979475576
group_422_Epidermal_growth_factor_receptor_kinase_substrate_8,8686,513,273,0.07241797916163527,0.7202673508732945,0.849088411589011,0.0013068041635329163,0.017148882511451746,0.021966924797329722
group_200_Q08444...Q9W2Y4,10499,395,311,0.04749777164262886,0.8457144656455688,0.9053126649713819,0.00200152105814636,0.05001798598859836,0.061312689718788026
group_103_Heat_shock_70_kDa_protein_4...Heat_shock_protein_105_kDa,19602,747,916,0.03886624608608528,0.8104098814941101,0.7257293741656123,0.0004907330590641248,0.012384945890940425,0.010536125785284177
group_234_P38801...Q9VXL4,3493,151,125,0.054139098688833986,0.8948892707430459,0.9499008746247996,0.0007043591416461311,0.015771676114924336,0.01874798982281033
group_378_Q9VEJ2,10185,838,769,0.08596283049289953,0.8658131605860383,0.891945012074253,0.002175987889537146,0.02540689582890301,0.027396069911717086
group_6_Transcription_intermediary_factor_1-beta,26175,463,649,0.02600377997934419,0.8014312506948166,0.6885452290560866,0.0005314204286054592,0.027902398785641304,0.020520923900852635
group_247_Importin-11,15849,904,541,0.06205625305403148,0.8465625493033185,0.9452610624955617,0.0004575442269194054,0.007274650057358471,0.011295996306632715
group_286_Thymidylate_synthase,5224,333,269,0.07958825672244885,0.8957340712585584,0.9501979489256512,0.013504573486842445,0.18112104923680347,0.20729606506935272
group_5_12_16_Nucleolin...12_16_RNA-binding_protein_28,35595,408,258,0.01847263884784525,0.7697803617573526,0.8611015408158919,0.00010615819690736212,0.007457869729250649,0.009665253394739797
group_159_Nucleophosmin...P06748,2561,240,306,0.09737345479143565,0.7830696202520833,0.7085815338787582,0.004496446180090663,0.04150452538741858,0.037490117823109154
group_60_Insulin-like_growth_factor_2_mRNA-binding_protein_1...Insulin-like_growth_factor_2_mRNA-binding_protein_3,23247,315,154,0.025801722365037482,0.7334685742736505,0.8767072343714288,0.00028928789983512357,0.012363420265036996,0.012359303562242751
group_168_H__ACA_ribonucleoprotein_complex_subunit_DKC1...O44081...P33322,17642,451,399,0.029139947654544942,0.7999721499192904,0.8293030964528821,0.0035810958267445256,0.1267469577608935,0.13700845876878015
group_444_Q9VRY5,4068,251,368,0.07390761414282229,0.9367288128984066,0.7250092338505439,0.003735812874564244,0.056617335347674304,0.041187571407297875
group_164_Q8IV48...Q95RQ4,10755,222,193,0.03825540387604417,0.8759979954626117,0.9216902589300511,0.0007356649608246826,0.032225994799207285,0.03586361664554587
group_1_2_3_7_15_U5_small_nuclear_ribonucleoprotein_40_kDa_protein,33217,320,320,0.016838777569116035,0.8296208176821868,0.8296208176821868,0.00014702162628616315,0.011023144159788658,0.011023144159788658
group_314_Sarcoplasmic__endoplasmic_reticulum_calcium_ATPase_2,22941,976,857,0.043073930430735506,0.878877214643956,0.9191199567652283,0.00472814421914257,0.10866134154583659,0.11904747409182981
